Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab
CHEM,D001B,08,GENERAL CHEMISTRY,01/08/2024,08:30 AM-11:20 AM,MW,SC2204,Y
CHEM,D001B,09,GENERAL CHEMISTRY,01/08/2024,11:30 AM-12:45 PM,MW,FOR1,N
CHEM,D001B,09,GENERAL CHEMISTRY,01/08/2024,02:30 PM-05:20 PM,MW,SC2204,Y
CHEM,D001B,25,GENERAL CHEMISTRY,01/08/2024,04:30 PM-05:45 PM,TTh,S32,N
CHEM,D001B,25,GENERAL CHEMISTRY,01/08/2024,11:30 AM-02:20 PM,MW,SC2204,Y
CHEM,D001B,26,GENERAL CHEMISTRY,01/08/2024,04:30 PM-05:45 PM,TTh,S32,N
CHEM,D001B,26,GENERAL CHEMISTRY,01/08/2024,11:30 AM-02:20 PM,TTh,SC2204,Y
CHEM,D001B,66,GENERAL CHEMISTRY,01/08/2024,06:00 PM-07:15 PM,TTh,G6,N
CHEM,D001B,66,GENERAL CHEMISTRY,01/08/2024,07:30 PM-10:20 PM,TTh,SC2204,Y
CHEM,D001C,11,GEN CHEM/QUAL ANALYSIS,01/08/2024,03:30 PM-04:45 PM,MW,MLC103,N
CHEM,D001C,11,GEN CHEM/QUAL ANALYSIS,01/08/2024,08:30 AM-11:20 AM,MW,SC2208,Y
CHEM,D001C,12,GEN CHEM/QUAL ANALYSIS,01/08/2024,03:30 PM-04:45 PM,MW,MLC103,N
CHEM,D001C,12,GEN CHEM/QUAL ANALYSIS,01/08/2024,11:30 AM-02:20 PM,MW,SC2208,Y
CHEM,D012A,53,ORGANIC CHEMISTRY,01/08/2024,06:00 PM-07:15 PM,TTh,MLC105,N
CHEM,D012A,53,ORGANIC CHEMISTRY,01/08/2024,02:30 PM-05:20 PM,TTh,SC2210,Y
CHEM,D012A,54,ORGANIC CHEMISTRY,01/08/2024,06:00 PM-07:15 PM,TTh,MLC105,N
CHEM,D012A,54,ORGANIC CHEMISTRY,01/08/2024,07:30 PM-10:20 PM,TTh,SC2210,Y
CHEM,D012B,01,ORGANIC CHEMISTRY,01/08/2024,11:30 AM-12:45 PM,MW,MLC103,N
CHEM,D012B,01,ORGANIC CHEMISTRY,01/08/2024,07:30 AM-10:20 AM,MW,SC2210,Y
CHEM,D012B,02,ORGANIC CHEMISTRY,01/08/2024,11:30 AM-12:45 PM,MW,MLC103,N
CHEM,D012B,02,ORGANIC CHEMISTRY,01/08/2024,02:30 PM-05:20 PM,MW,SC2210,Y
CHEM,D012B,03,ORGANIC CHEMISTRY,01/08/2024,12:30 PM-01:45 PM,TTh,SC1102,N
CHEM,D012B,03,ORGANIC CHEMISTRY,01/08/2024,08:30 AM-11:20 AM,TTh,SC2210,Y
,,,,,,,,
,,,,,,,,
,,,,,,,,
Subj,Crs,Sect,Title,Start,Time,Days,Room,
MATH,D001A,01,CALCULUS,01/08/2024,08:30 AM-10:45 AM,MW,G10,
MATH,D001A,03,CALCULUS,01/08/2024,08:30 AM-10:45 AM,TTh,S75,
MATH,D001A,05Y,CALCULUS,01/08/2024,09:30 AM-10:20 AM,MTWTh,MLC108,
MATH,D001A,05Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,07Y,CALCULUS,01/08/2024,10:30 AM-11:20 AM,MTWTh,G2,
MATH,D001A,07Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,09Y,CALCULUS,01/08/2024,10:30 AM-11:20 AM,MTWTh,S57,
MATH,D001A,09Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,11Y,CALCULUS,01/08/2024,11:30 AM-12:20 PM,MTWTh,G1,
MATH,D001A,11Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,13,CALCULUS,01/08/2024,11:00 AM-01:15 PM,MW,G10,
MATH,D001A,15,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,MLC270,
MATH,D001A,17,CALCULUS,01/08/2024,01:30 PM-03:45 PM,MW,L74,
MATH,D001A,19,CALCULUS,01/08/2024,01:30 PM-03:45 PM,TTh,E32,
MATH,D001A,25,CALCULUS,01/08/2024,04:00 PM-06:15 PM,MW,G2,
MATH,D001A,27,CALCULUS,01/08/2024,04:00 PM-06:15 PM,TTh,MLC270,
MATH,D001A,29,CALCULUS,01/08/2024,04:00 PM-06:15 PM,MW,E33,
MATH,D001A,46Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,TTh,ONLINE,
MATH,D001A,48Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D001A,51Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,53Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001A,MP1,CALCULUS,01/08/2024,11:00 AM-01:15 PM,MW,L74,
MATH,D001A,MP1,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,ONLINE,
MATH,D001A,MP2,CALCULUS,01/08/2024,08:30 AM-10:45 AM,MW,MLC108,
MATH,D001A,MP2,CALCULUS,01/08/2024,08:30 AM-10:45 AM,TTh,ONLINE,
MATH,D001B,03Z,CALCULUS,01/08/2024,08:30 AM-09:20 AM,MTWTh,ONLINE,
MATH,D001B,03Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001B,05,CALCULUS,01/08/2024,08:30 AM-10:45 AM,MW,G6,
MATH,D001B,06D,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,MLC260,
MATH,D001B,07Y,CALCULUS,01/08/2024,10:30 AM-11:20 AM,MTWTh,S16,
MATH,D001B,07Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
