Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab,,,,,,,,,,,,,,,,,,,,
MATH,D001B,07Y,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,09,CALCULUS,09/25/2023,11:00 AM-01:15 PM,MW,S75,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,11,CALCULUS,09/25/2023,01:30 PM-03:45 PM,MW,MLC260,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,13,CALCULUS,09/25/2023,01:30 PM-03:45 PM,TTh,MLC113,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,15Z,CALCULUS,09/25/2023,04:00 PM-06:15 PM,MW,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,17,CALCULUS,09/25/2023,04:00 PM-06:15 PM,TTh,S45,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,19Z,CALCULUS,09/25/2023,06:30 PM-08:45 PM,MW,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,61Z,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,MP1,CALCULUS,09/25/2023,11:00 AM-01:15 PM,MW,S41,,,,,,,,,,,,,,,,,,,,,
MATH,D001B,MP1,CALCULUS,09/25/2023,11:00 AM-01:15 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,01Y,CALCULUS,09/25/2023,08:30 AM-09:20 AM,MTWTh,MLC108,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,01Y,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,05,CALCULUS,09/25/2023,11:00 AM-01:15 PM,TTh,S75,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,07,CALCULUS,09/25/2023,11:00 AM-01:15 PM,MW,G7,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,11,CALCULUS,09/25/2023,01:30 PM-03:45 PM,TTh,S42,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,13,CALCULUS,09/25/2023,04:00 PM-06:15 PM,MW,MLC109,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,15Z,CALCULUS,09/25/2023,04:00 PM-06:15 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,17Z,CALCULUS,09/25/2023,06:30 PM-08:45 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001C,51Z,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,01Y,CALCULUS,09/25/2023,08:30 AM-09:20 AM,MTWTh,MLC110,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,01Y,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,07,CALCULUS,09/25/2023,11:00 AM-01:15 PM,MW,S46,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,15,CALCULUS,09/25/2023,01:30 PM-03:45 PM,MW,S57,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,19,CALCULUS,09/25/2023,04:00 PM-06:15 PM,MW,MLC108,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,21Z,CALCULUS,09/25/2023,04:00 PM-06:15 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,23Z,CALCULUS,09/25/2023,06:30 PM-08:45 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D001D,51Z,CALCULUS,09/25/2023,TBA,TBA,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D002A,01,DIFFERENTIAL EQUATIONS,09/25/2023,08:30 AM-10:45 AM,TTh,G1,,,,,,,,,,,,,,,,,,,,,
MATH,D002A,07Y,DIFFERENTIAL EQUATIONS,09/25/2023,12:30 PM-01:20 PM,MTWTh,S57,,,,,,,,,,,,,,,,,,,,,
MATH,D002A,07Y,DIFFERENTIAL EQUATIONS,09/25/2023,12:30 PM-01:20 PM,F,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D002A,13Z,DIFFERENTIAL EQUATIONS,09/25/2023,04:00 PM-06:15 PM,TTh,ONLINE,,,,,,,,,,,,,,,,,,,,,
MATH,D002B,01,LINEAR ALGEBRA,09/25/2023,08:30 AM-10:45 AM,MW,S46,,,,,,,,,,,,,,,,,,,,,
MATH,D002B,13Z,LINEAR ALGEBRA,09/25/2023,04:00 PM-06:15 PM,MW,ONLINE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,01Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,09:30 AM-10:20 AM,MTWTh,S32,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,01Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,10:30 AM-01:20 PM,Th,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,01Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,09:30 AM-10:20 AM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,02Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,09:30 AM-10:20 AM,MTWTh,S32,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,02Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,10:30 AM-01:20 PM,T,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,02Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,09:30 AM-10:20 AM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,03Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,03Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,03Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-04:20 PM,T,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,03Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,03Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,04Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,04Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,04Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-04:20 PM,Th,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,04Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,04Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,12:30 PM-01:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,06Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,06Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,06Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,10:30 AM-01:20 PM,M,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,08Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,MTWTh,S35,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,08Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,02:30 PM-05:20 PM,M,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,08Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,09Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,MTWTh,S35,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,09Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,02:30 PM-05:20 PM,W,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,09Y,PHYS SCIENT/ENG:MECHANCS,09/25/2023,01:30 PM-02:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,10,PHYS SCIENT/ENG:MECHANCS,09/25/2023,05:30 PM-07:45 PM,MW,MLC105,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,10,PHYS SCIENT/ENG:MECHANCS,09/25/2023,08:00 PM-10:50 PM,M,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,11,PHYS SCIENT/ENG:MECHANCS,09/25/2023,05:30 PM-07:45 PM,MW,MLC105,N,,,,,,,,,,,,,,,,,,,,
